STRUCTURE,STRUCTURE_ID,ACTION,FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,AGE,AGE_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,AGG_METHOD,AGG_METHOD_LABEL,DECIMALS,DECIMALS_LABEL,DATABASE_ID,DATABASE_ID_LABEL,COMMENT_TS,UNIT_MULT,UNIT_MULT_LABEL,DATA_SOURCE,DATA_SOURCE_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,TIME_FORMAT,TIME_FORMAT_LABEL,COMMENT_OBS,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,CHL,Chile,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2007,0.3,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,COD,"Congo, Dem. Rep.",WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2007,10.4,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,CIV,Cote d'Ivoire,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2007,14.3,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,DOM,Dominican Republic,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2007,2.3,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,GIN,Guinea,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2007,7.2,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,JAM,Jamaica,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2007,2.7,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,KWT,Kuwait,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2007,3.5,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,LBR,Liberia,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2007,7.9,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,LBY,Libya,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2007,6.5,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,MRT,Mauritania,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2007,13.6,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,NAM,Namibia,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2007,7.6,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,NRU,Nauru,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2007,1.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,NIC,Nicaragua,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2007,1.5,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,NER,Niger,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2007,12.5,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,PER,Peru,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2007,0.8,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,SLB,Solomon Islands,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2007,4.3,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,LKA,Sri Lanka,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2007,15.2,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,TJK,Tajikistan,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2007,6.9,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,TLS,Timor-Leste,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2007,21.3,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,TUV,Tuvalu,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2007,3.3,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,GBR,United Kingdom,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2007,0.6,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,URY,Uruguay,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2007,1.4,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,VEN,"Venezuela, RB",WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2007,5.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,VNM,Viet Nam,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2007,10.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,ZMB,Zambia,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2007,5.6,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,EAS,East Asia & Pacific,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2008,4.25,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,ECS,Europe & Central Asia,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2008,1.98,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,HIC,High income,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2008,0.76,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,LCN,Latin America & Caribbean,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2008,1.74,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,LMY,Low & middle income,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2008,8.32,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,LIC,Low income,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2008,9.2,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,LMC,Lower middle income,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2008,11.39,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,MEA,Middle East and North Africa,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2008,5.43,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,MIC,Middle income,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2008,8.17,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,NAC,North America,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2008,0.41,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,SAS,South Asia,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2008,16.19,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,SSF,Sub-Saharan Africa,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2008,8.04,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,UMC,Upper middle income,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2008,3.1,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,WLD,World,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2008,7.94,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,BEN,Benin,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2008,5.1,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,BTN,Bhutan,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2008,4.5,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,BOL,Bolivia,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2008,1.4,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,KHM,Cambodia,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2008,9.1,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,CHL,Chile,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2008,0.3,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,CHN,China,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2008,2.6,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,CRI,Costa Rica,WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2008,0.7,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,EGY,"Egypt, Arab Rep.",WB_WDI_SH_STA_WAST_ZS,"Prevalence of wasting, weight for height (% of children under 5)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2008,7.9,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Prevalence of wasting, weight for height (% of children under 5)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
